news_title,Lables,new_label,new_label1,new_label2
 Videos show pigs being buried in China due to the coronavirus outbreak.,FALSE,FALSE,FALSE,FALSE
" The peak of the new coronavirus will happen in two weeks (from Jan 18). During those two weeks, all the infections will occur, then there will be two very calm weeks and another two until it will all go down.",Partially False,FALSE,FALSE,FALSE
" Indian Singer Kanika Kapoor met Prince Charles, after which he tested positive for coronavirus.",FALSE,FALSE,FALSE,FALSE
 Supposed quote from the Argentinian president alerting that government aid was going to be removed from those who violated the quarantine.,FALSE,FALSE,FALSE,FALSE
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,FALSE,FALSE,FALSE
 A case of coronavirus in the Argentine province of Chaco was confirmed,FALSE,FALSE,FALSE,FALSE
 Empty supermarket in Madrid after measures announced against coronavirus,FALSE,FALSE,FALSE,FALSE
"30 patients deceased, 637 new patients, a total of 3631 positive tested people",TRUE,TRUE,TRUE,TRUE
 Pangolin is the original cause of the COVID-19.,FALSE,FALSE,FALSE,FALSE
Coronavirus: additional measures introduced on 23 March,TRUE,TRUE,TRUE,TRUE
"IPA, WHO and UNICEF launch Read the World on International Childrenâ€™s Book Day to support children and young people in isolation",TRUE,TRUE,TRUE,TRUE
Former nurses and doctors welcome back in profession,TRUE,TRUE,TRUE,TRUE
 An audio message shared by Whatsapp users affirms that COVID-19 dies at 27Â° Celsius.,FALSE,FALSE,FALSE,FALSE
 An Indian politician claimed that the strain of coronavirus in India is a less virulent mutation.,Misleading,Misleading,Misleading,FALSE
WHO and international partners act to support Lao PDR response to COVID-19,TRUE,TRUE,TRUE,TRUE
 The common cold is the only type of coronavirus.,Misleading,Misleading,Misleading,FALSE
 Coronavirus is a type of rabies.,FALSE,FALSE,FALSE,FALSE
 Jair Bolsonaro tested positive for COVID-19.,FALSE,FALSE,FALSE,FALSE
Ensuring continuity of TB services during the COVID-19 pandemic,TRUE,TRUE,TRUE,TRUE
 This video shows the Wuhan market where the virus comes from.,FALSE,FALSE,FALSE,FALSE
" The novel coronavirus after 2,600 times magnified.",Misleading,Misleading,Misleading,FALSE
 A group of muslims pray together in roofs breaking the state of alarm in Spain.,FALSE,FALSE,FALSE,FALSE
 Coronavirus can be transmitted through imported goods,FALSE,FALSE,FALSE,FALSE
 A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in an Intermediate Zoology book.,Misleading,Misleading,Misleading,FALSE
WHO delegation concludes COVID-19 technical mission to Egypt,TRUE,TRUE,TRUE,TRUE
 Chinese official detainted a CoV case,FALSE,FALSE,FALSE,FALSE
 A salesman in MedellÃ­nâ€™s El Hueco market was sent to a hospital with coronavirus symptoms.,FALSE,FALSE,FALSE,FALSE
 Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees has tested positive for coronavirus.,FALSE,FALSE,FALSE,FALSE
 World labs confirm coronavirus was bioengineered.,FALSE,FALSE,FALSE,FALSE
 The COVID-19 has been invented by a big French public medical institute (Institut Pasteur).,FALSE,FALSE,FALSE,FALSE
WHO and European Investment Bank strengthen efforts to combat COVID-19 and build resilient health systems to face future pandemics,TRUE,TRUE,TRUE,TRUE
 One of Polish telecomunications company used quarantine as a cover up to put 100 5G antennas in Gdynia.,FALSE,FALSE,FALSE,FALSE
 A Video shows people storming a Aldi supermarket to buy groceries because of Coronvirus fear.,FALSE,FALSE,FALSE,FALSE
" A chain message circulated on Tuesday, January 14, warning people to avoid going to Shangri-La Plaza, a mall in Mandaluyong City, because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,FALSE,FALSE,FALSE
 â€œVirus shut out necklaceâ€ is effective in prevention of the virus that causes COVID-19 infection.,FALSE,FALSE,FALSE,FALSE
German coronavirus patient not sick during stay in Limburg,TRUE,TRUE,TRUE,TRUE
 You canâ€™t get infected by kissing the hands of a virgin or saint statue.,FALSE,FALSE,FALSE,FALSE
 Photo shows the last meeting of a Turkish doctor who died due to COVID-19 with his child in Munich.,FALSE,FALSE,FALSE,FALSE
"Amid lockdowns in Africa, WHO launches online training for COVID-19 responders",TRUE,TRUE,TRUE,TRUE
 Coronavirus was created in a lab in order to destroy the Chinese economy. The vaccine is already available.,FALSE,FALSE,FALSE,FALSE
"IFRC, IOM, UNHCR and WHO develop Interim Guidance on Scaling-up COVID-19 Outbreak in Readiness and Response Operations in Camps and Camp-like Settings",TRUE,TRUE,TRUE,TRUE
 Remedy recipe,FALSE,FALSE,FALSE,FALSE
WHO urges countries to move quickly to save lives from malaria in sub-Saharan Africa,TRUE,TRUE,TRUE,TRUE
Mongolia: Supporting frontline workers in the COVID-19 response,TRUE,TRUE,TRUE,TRUE
Helping women give birth during the pandemic: the experience of four midwives,TRUE,TRUE,TRUE,TRUE
 Lemon and bicarbonate kill the virus.,FALSE,FALSE,FALSE,FALSE
" The mayor of Buga, Valle del Cauca, said",FALSE,FALSE,FALSE,FALSE
 Chinese police use a fishing net to arrest a man with a high fever.,FALSE,FALSE,FALSE,FALSE
 Pangolin is the original cause of the COVID-19.,FALSE,FALSE,FALSE,FALSE
 Coronavirus stays in throat for four days before arriving lungs. Gargling with salt water or vinegar kills the coronavirus.,FALSE,FALSE,FALSE,FALSE
" Tom Hanks died, confessed admiration for Trump.",FALSE,FALSE,FALSE,FALSE
PAHO Releases Guide for Journalists on COVID-19 Information Coverage,TRUE,TRUE,TRUE,TRUE
 Drinking warm water or tea could prevent contagions.,FALSE,FALSE,FALSE,FALSE
 Chinese influencer caused the new coronavirus outbreak after eating bat soup.,FALSE,FALSE,FALSE,FALSE
 Video of Police in China taking into control suspected COVID-19 patients in the country.,FALSE,FALSE,FALSE,FALSE
" A WhatsApp message said that Coronavirus has pH range 5.5 to 8.5; hence, people can counteract its effect by consuming fruits to neutralise the pH activity.",FALSE,FALSE,FALSE,FALSE
" Brazilâ€™s president, Jair Bolsonaro, turned a clothing pole in Pernambuco, Brazilâ€™s northwest state, in the biggest producer of masks, gloves and surgical gown during COVID-19 pandemic.",FALSE,FALSE,FALSE,FALSE
"Hard fought gains in immunization coverage at risk without critical health services, warns WHO",TRUE,TRUE,TRUE,TRUE
 Woman eats bat soup contaminated with coronavirus in China.,Misleading,Misleading,Misleading,FALSE
 This video shows the Wuhan market where the virus comes from.,FALSE,FALSE,FALSE,FALSE
 A Chinese market caused the new coronavirus (video).,Misleading,Misleading,Misleading,FALSE
" This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.",FALSE,FALSE,FALSE,FALSE
"One patient deceased, 61 new patients, a total of 382 people tested positive",TRUE,TRUE,TRUE,TRUE
Results random sample tests: 4% of hospital staff infected with novel coronavirus,TRUE,TRUE,TRUE,TRUE
 Thieves in Madrid pretending to be doctors to steal in peopleâ€™s houses,FALSE,FALSE,FALSE,FALSE
 Children under 8 are immune to the novel coronavirus.,FALSE,FALSE,FALSE,FALSE
" A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,FALSE,FALSE,FALSE
 Sitting in the sunlight will help cure coronavirus.,Misleading,Misleading,Misleading,FALSE
 A video shared thousands of times on Facebook claims to show police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19.,FALSE,FALSE,FALSE,FALSE
 Precautionary measures suggested by UNICEF.,FALSE,FALSE,FALSE,FALSE
 Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,FALSE,FALSE,FALSE,FALSE
WHO and UNICEF to partner on pandemic response through COVID-19 Solidarity Response Fund,TRUE,TRUE,TRUE,TRUE
WHO Director-General\s opening remarks at the Mission briefing on COVID-19,TRUE,TRUE,TRUE,TRUE
 This photo purports to show the novel coronavirus.,FALSE,FALSE,FALSE,FALSE
 Coronavirus is bioweapon leaked from Wuhan lab.,FALSE,FALSE,FALSE,FALSE
 Argentina is the country with the most infected health personnel.,FALSE,FALSE,FALSE,FALSE
"WHO calls for urgent, aggressive actions to combat COVID-19, as cases soar in South-East Asia Region",TRUE,TRUE,TRUE,TRUE
 The People In This Video Are Falling Because Of Infection With coronavirus,Misleading,Misleading,Misleading,FALSE
 â€œ17 at 6,FALSE,FALSE,FALSE,FALSE
"Israel: â€œNurses are the heart of our health-care systemâ€: Shoshy Goldberg, Government Chief Nursing Officer",TRUE,TRUE,TRUE,TRUE
 An audio clip circulating on Facebook claiming that Kenya has recorded 63 cases of COVID-19.,FALSE,FALSE,FALSE,FALSE
"112 patients deceased, 123 new patients, a total of 36,535 confirmed cases",TRUE,TRUE,TRUE,TRUE
 Says 44 US senators â€œvoted NOT to send stimulus checks.â€,FALSE,FALSE,FALSE,FALSE
New measures to stop spread of coronavirus in the Netherlands,TRUE,TRUE,TRUE,TRUE
 This graph compares coronavirus deaths with other diseases.,Misleading,Misleading,Misleading,FALSE
 A brothel with 86 customers put in quarantine after a prostitute tested positive in coronavirus.,FALSE,FALSE,FALSE,FALSE
" Coronavirus dies at 56Â°C, so eat cooked food and turn on AC. Plus, Ethanol can kill the â€œWuhan Virusâ€.",Partially false,FALSE,FALSE,FALSE
 Numerous conspiracy theories shared on and off social media claim that 5G mobile networks are the cause of the novel coronavirus pandemic.,FALSE,FALSE,FALSE,FALSE
" An image claimed to be of an abandoned child, since both his parents were infected with COVID-19.",FALSE,FALSE,FALSE,FALSE
 Video suggesting that a man is spitting on bread to spread coronavirus.,FALSE,FALSE,FALSE,FALSE
 A study published by two Chinese research institutions suggested that human semen can cure COVID-19.,FALSE,FALSE,FALSE,FALSE
 Recent photo of PM Modi visiting a Church and offering prayers to save the country from the coronavirus outbreak.,FALSE,FALSE,FALSE,FALSE
 The drug Arbidol can help fight the new coronavirus.,FALSE,FALSE,FALSE,FALSE
 Coronavirus was created in a lab in order to destroy the Chinese economy. The vaccine is already available.,FALSE,FALSE,FALSE,FALSE
" If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weâ€™ve been making.",FALSE,FALSE,FALSE,FALSE
" A Chinese person, who was taken from Kansai airport (in Osaka, Japan) to a hospital, has run away before they could be tested.",FALSE,FALSE,FALSE,FALSE
 Rainbow shimmers behind a COVID-19 disinfectant truck in China.,FALSE,FALSE,FALSE,FALSE
 Add â€˜ICEâ€™ (in case of emergency) to your phone contacts so paramedics will know who to call. Old chain letter on Facebook going viral again during the coronavirus epidemic.,FALSE,FALSE,FALSE,FALSE
WHO launches a chatbot on Facebook Messenger to combat COVID-19 misinformation,TRUE,TRUE,TRUE,TRUE
 Coronavirus can be transmitted through imported goods,FALSE,FALSE,FALSE,FALSE
" Evidence indicates COVID-19 virus escaped a Chinese lab that was researching it, thus causing the outbreak.",FALSE,FALSE,FALSE,FALSE
 Here are the measures that Mercadona will implement due to the coronavirus crisis.,FALSE,FALSE,FALSE,FALSE
 Photos purporting to show the collapse of a temporary hospital in Wuhan,FALSE,FALSE,FALSE,FALSE
 The government of Columbia has a bill â€œreadyâ€ to close down the whole country in eight days,FALSE,FALSE,FALSE,FALSE
 Saline solutions can kill the new coronavirus.,FALSE,FALSE,FALSE,FALSE
"165 patients deceased, 118 new patients, a total of 34,134 confirmed cases",TRUE,TRUE,TRUE,TRUE
 Post says starting in March if you travel outside of the United States you wonâ€™t be allowed back in the country â€œdue to high risk of the coronavirus.â€,FALSE,FALSE,FALSE,FALSE
"Older people are at highest risk from COVID-19, but all must act to prevent community spread",TRUE,TRUE,TRUE,TRUE
 Those are corpses on the street in Wuhan.,FALSE,FALSE,FALSE,FALSE
 Indian State of Manipur becomes first COVID free state in India.,FALSE,FALSE,FALSE,FALSE
 Drinking warm water with lemon protects against the novel coronavirus.,FALSE,FALSE,FALSE,FALSE
 Joe Biden tested positive for coronavirus.,FALSE,FALSE,FALSE,FALSE
 A Whatsapp message that pretends to be from the German Robert Koch Institute advises to take 100 grams of alcohol a day because this would help to desinfect the throat and kill the coronavirus.,FALSE,FALSE,FALSE,FALSE
 Novel The Eye of Darkness Predicts Corona as Biological Weapon from China,FALSE,FALSE,FALSE,FALSE
"Preparing for a long, hot summer with COVID-19",TRUE,TRUE,TRUE,TRUE
 Video of a fire accident that took place at the Solapur Airport on 05 April 2020.,Misleading,Misleading,Misleading,FALSE
 A post says that there is a movie that predicted the pandemic and itâ€™s called â€œCoronavirusâ€.,FALSE,FALSE,FALSE,FALSE
WHO supports scientifically-proven traditional medicine,TRUE,TRUE,TRUE,TRUE
 Iraqi Ministry of Health demanded to close the border With Iran because of coronavirus.,FALSE,FALSE,FALSE,FALSE
 A hospital in Debar (North Macedonia) was left without an epidemiologist.,FALSE,FALSE,FALSE,FALSE
 â€œThe North Carolina and Virginia State line is closed. Nothing in or out.â€,FALSE,FALSE,FALSE,FALSE
 An audio clip claims Kenya has recorded 63 cases of COVID-19.,FALSE,FALSE,FALSE,FALSE
 Officials say coronavirus killed 200 in Iran.,FALSE,FALSE,FALSE,FALSE
 Police have â€œfree entry into houses and buildingsâ€ in Malaga to identify possible coronavirus infected people.,FALSE,FALSE,FALSE,FALSE
 Police asked shops selling alcohol to restrict opening hours on St Patrickâ€™s Day to lower the risk of house parties where coronavirus could be spread.,Misleading,Misleading,Misleading,FALSE
WHO lists two COVID-19 tests for emergency use,TRUE,TRUE,TRUE,TRUE
" A text post with instructions from â€œa Lithuanian doctorâ€, giving advice to potentially infected with coronavirus",FALSE,FALSE,FALSE,FALSE
 A dog vaccine can be used against coronavirus in people.,FALSE,FALSE,FALSE,FALSE
Joining forces to help stranded Dutch travellers; Reporting centre bijzonderebijstandbuitenland.nl,TRUE,TRUE,TRUE,TRUE
 Coronavirus phase 4 involves war code.,FALSE,FALSE,FALSE,FALSE
 Alleged resignation of the ministry of health in Costa Rica.,FALSE,FALSE,FALSE,FALSE
" There is a case of COVID-19 in Alberta, Canada, on 2/5/20.",FALSE,FALSE,FALSE,FALSE
WHO Director-General\s opening remarks at the media briefing on COVID-19 - 22 April 2020,TRUE,TRUE,TRUE,TRUE
 A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).,Unproven,Unproven,Misleading,FALSE
 Pope Francis and his 2 aids have infected with COVID-19.,FALSE,FALSE,FALSE,FALSE
 Chine finds a vaccine for the new coronavirus.,FALSE,FALSE,FALSE,FALSE
 Muslims intentionally licking the cutlery and plates to spread COVID-19.,FALSE,FALSE,FALSE,FALSE
 They discovered that a whole floor of the main Peruvian hospital is infected with COVID-19 and the decided to close the place.,FALSE,FALSE,FALSE,FALSE
" No coronavirus in Nigeria yet, according to pastor.",FALSE,FALSE,FALSE,FALSE
 Indian nurses resigned due to Covid-19 infected Jamati patients misbehavior.,FALSE,FALSE,FALSE,FALSE
 2019 novel coronavirus contains â€œpShuttle-SNâ€ sequence proving laboratory origin.,FALSE,FALSE,FALSE,FALSE
 Saline solutions can kill the new coronavirus.,FALSE,FALSE,FALSE,FALSE
" Police in China have started killing COVID-19 patients, killing 25,000 so far.",FALSE,FALSE,FALSE,FALSE
 Drinking warm water or tea could prevent contagions.,FALSE,FALSE,FALSE,FALSE
 A Bovine Vaccine Can Be Used To Inoculate People Against coronavirus.,FALSE,FALSE,FALSE,FALSE
" A WhatsApp forward attributed to CNN claims Dr. Li Wenliang, the whistleblower of the Chinese governmentâ€™s propaganda about COVID-19, has documented a research report. According to this report, chemicals like Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system.",FALSE,FALSE,FALSE,FALSE
 An arrest by the Federal Bureau of Investigation (FBI) of a professor who had ties to China is connected to the coronavirus pandemic.,FALSE,FALSE,FALSE,FALSE
 Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus.,FALSE,FALSE,FALSE,FALSE
" Post says â€œman visited Albany, N.Y. days before dying from coronavirus.â€",FALSE,FALSE,FALSE,FALSE
 Pope Francis contacted coronavirus.,Mostly false,FALSE,FALSE,FALSE
Novel coronavirus found in wastewater,TRUE,TRUE,TRUE,TRUE
" 20 million Chinese convert to Islam, and coronavirus does not affect Muslims.",FALSE,FALSE,FALSE,FALSE
" As a special task force assembled earlier this month to help in the handling of the COVID-19 outbreak, a photo of a tank on Torontoâ€™s Dundas Square surfaced on social media.",FALSE,FALSE,FALSE,FALSE
" That the China-centered coronavirus had infected 2.8 million people and killed 112,000.",FALSE,FALSE,FALSE,FALSE
 Does France underestimate the outbreak ?,Misleading,Misleading,Misleading,FALSE
 Christine Lagarde said,FALSE,FALSE,FALSE,FALSE
 Poison Spray for Corona from Malaysia and Singapore by Air?,FALSE,FALSE,FALSE,FALSE
" The contact ban is only for Germans, muslims can still gather and donâ€™t have to pay fines in Germany.",Mostly false,FALSE,FALSE,FALSE
 Health Ministry in Ecuador confirms 3 new cases of coronavirus.,FALSE,FALSE,FALSE,FALSE
 Patents mean deadly diseases and viruses were created or invented in a lab.,FALSE,FALSE,FALSE,FALSE
 Post says President Barack Obama â€œwaited six months to call swine flu an emergency after thousands died.â€,FALSE,FALSE,FALSE,FALSE
 Colombia closes its borders to Ecuadorians.,FALSE,FALSE,FALSE,FALSE
 Says 44 US senators â€œvoted NOT to send stimulus checks.â€,FALSE,FALSE,FALSE,FALSE
 African skin and blood is resistant to coronavirus.,FALSE,FALSE,FALSE,FALSE
 Chinese people are fleeing China to Vietnam because of coronavirus.,FALSE,FALSE,FALSE,FALSE
" The SARS-CoV-2 has been engineered by man, edited from the VIH-1 virus.",FALSE,FALSE,FALSE,FALSE
 Peru has just nationalized hospitals and clinics.,FALSE,FALSE,FALSE,FALSE
" Rodrigo Maia, president of the lower house of the Congress in Brazil, voted a law that forbids the president to close borders.",FALSE,FALSE,FALSE,FALSE
 This video shows a man eating a bat soup in a restaurant in China.,FALSE,FALSE,FALSE,FALSE
"93 patients deceased, 884 new patients, a total of 11.750 confirmed cases",TRUE,TRUE,TRUE,TRUE
 Video shows how American soldiers spread coronavirus during 7th CISM Military World Game in Wuhan.,FALSE,FALSE,FALSE,FALSE
 Coronavirus contains â€œHIV insertions.â€,FALSE,FALSE,FALSE,FALSE
Reinforcing emergency response against COVID-19 in Africa,TRUE,TRUE,TRUE,TRUE
Religious leaders join COVID-19 fight in Africa,TRUE,TRUE,TRUE,TRUE
 China names COVID-19 the â€Japanese pneumoniaâ€.,FALSE,FALSE,FALSE,FALSE
 Italians bidding goodbye to the world because of coronavirus.,FALSE,FALSE,FALSE,FALSE
Humanitarians are racing against time to help Yemen address COVID-19; the odds are stacked against them,TRUE,TRUE,TRUE,TRUE
 COVID-19 was created in 2014 by an English institute.,FALSE,FALSE,FALSE,FALSE
 Alkaline diet could prevent COVID-19.,FALSE,FALSE,FALSE,FALSE
 Spices can ward off Corona Virus,Misleading,Misleading,Misleading,FALSE
" KFC San Marino Shopping (Guayaquil, Ecuador) employee with COVID-19.",FALSE,FALSE,FALSE,FALSE
" After husband tested positive for coronavirus, wife fled from Bangalore to Agra in India.",FALSE,FALSE,FALSE,FALSE
 There is a Russian medicine that could be use against Sars-Cov-2.,FALSE,FALSE,FALSE,FALSE
 Walmart closing hundreds of its stores.,FALSE,FALSE,FALSE,FALSE
 Dr. Lupita Yamamoto has found a vaccine that destroys the coronavirus.,FALSE,FALSE,FALSE,FALSE
"60 new patients, a total of 188 positive tests",TRUE,TRUE,TRUE,TRUE
 New coronavirus was registered in 2018.,FALSE,FALSE,FALSE,FALSE
 You canâ€™t transmit the virus to other people if you donâ€™t feel its symptoms.,FALSE,FALSE,FALSE,FALSE
 drinking warm water with lemon protects agains the novel coronavirus,FALSE,FALSE,FALSE,FALSE
EMRO: Rushing COVID-19 aid to countries in need,TRUE,TRUE,TRUE,TRUE
 Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,FALSE,FALSE,FALSE,FALSE
 Health Ministry in Ecuador confirms 3 new cases of coronavirus.,FALSE,FALSE,FALSE,FALSE
 People queue outside an Aldi supermarket in Germany to buy food in fear of the new coronavirus.,FALSE,FALSE,FALSE,FALSE
" Stores and supermarkets in Veracruz, Mexico will close due to coronavirus. Local government asks to buy supplies.",FALSE,FALSE,FALSE,FALSE
"175 patients deceased, 722 new patients, a total of 12.595 confirmed cases",TRUE,TRUE,TRUE,TRUE
 Sick COVID-19 patients at the airport runway in Senegal.,FALSE,FALSE,FALSE,FALSE
 â€œSo let me get this straight about this virus. Itâ€™s â€œnewâ€ yet it was lab created and patented in 2015 (in development since 03â€™).,(Org. doesn't apply rating),FALSE,FALSE,FALSE
Rapid Response Teams are racing against the spread of COVID in Africa,TRUE,TRUE,TRUE,TRUE
 A 2015 research article about a lab-made coronavirus referred to the current outbreak.,Misleading,Misleading,Misleading,FALSE
UN agencies issue urgent call to fund the global emergency supply system to fight COVID-19,TRUE,TRUE,TRUE,TRUE
Libya: WHO urges the health authorities to remain vigilant in the face of the serious health threat posed by COVID-19,TRUE,TRUE,TRUE,TRUE
" Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",FALSE,FALSE,FALSE,FALSE
" Thereâ€™s a â€˜coronavirus patentâ€™, FEMA â€˜proposes martial lawâ€™, Gates Foundation predicted virus, â€˜funded group who owns virus patentâ€™, coronavirus was â€˜created in a labâ€™ as a â€˜bioweapon for population controlâ€™",FALSE,FALSE,FALSE,FALSE
 Coronavirus was created in a laboratory in Wuhan.,FALSE,FALSE,FALSE,FALSE
 A YouTube video claims to show mass animal killings linked to coronavirus outbreak.,FALSE,FALSE,FALSE,FALSE
" Coronavirus killed 112,000 people in China.",FALSE,FALSE,FALSE,FALSE
 Ads selling masks protecting against CoV,Misleading,Misleading,Misleading,FALSE
 The Wuhan coronavirus was leaked from the Wuhan P4 lab.,Partially False,FALSE,FALSE,FALSE
 Cow urine is helpful to fight coronavirus.,FALSE,FALSE,FALSE,FALSE
"Two patients deceased, 77 new patients, a total of 265 positive tested patients",TRUE,TRUE,TRUE,TRUE
Measures against COVID-19 need to include refugees and migrants,TRUE,TRUE,TRUE,TRUE
"COVID-19 cases in Africa top 10,000",TRUE,TRUE,TRUE,TRUE
 Azan (islamic prayer call) is said from an old mosque in Granada for the first time after 500 years because of COVID-19.,FALSE,FALSE,FALSE,FALSE
 Israel creates a vaccine for the coronavirus.,FALSE,FALSE,FALSE,FALSE
 Russian president using lions to ensure people stayed indoors in Russia.,FALSE,FALSE,FALSE,FALSE
Coronavirus: Dutch government adopts package of new measures designed to save jobs and the economy,TRUE,TRUE,TRUE,TRUE
 This voice record circulating in Turkey is based on Johns Hopkins University research.,FALSE,FALSE,FALSE,FALSE
 You canâ€™t get infected by kissing the hands of a virgin or saint statue.,FALSE,FALSE,FALSE,FALSE
" â€America has been vaccinating cattle for coronavirus for years, yet the news tells you itâ€™s new and gunna kill you all so go buy mask.â€",FALSE,FALSE,FALSE,FALSE
Health ministry holds emergency talks with umbrella organisations and National Institute for Public Health and the Environment (RIVM),TRUE,TRUE,TRUE,TRUE
" â€œWith regard to the cost, let me be very clear",Half True,FALSE,FALSE,FALSE
WHO delivers advice and support for older people during COVID-19,TRUE,TRUE,TRUE,TRUE
 â€œThe Obama administration made a decision on testing that turned out to be very detrimental to what weâ€™re doingâ€ on the coronavirus.,FALSE,FALSE,FALSE,FALSE
 Aspirating boiling water vapor for five minutes desactivates the coronavirus.,FALSE,FALSE,FALSE,FALSE
 CDC recommends men shave their beards to protect against coronavirus.,FALSE,FALSE,FALSE,FALSE
 A second version of the coronavirus is spreading and it is far more dangerous.,Partially False,FALSE,FALSE,FALSE
"69 patients deceased, 44 new patients, a total of 40,571 confirmed cases",TRUE,TRUE,TRUE,TRUE
" â€America has been vaccinating cattle for coronavirus for years, yet the news tells you itâ€™s new and gunna kill you all so go buy mask.â€",FALSE,FALSE,FALSE,FALSE
 Photographs of the Army in Dublin city centre show that the country is about to go into lockdown.,FALSE,FALSE,FALSE,FALSE
 Farts were recorded by infrared temperature sensors recently installed in airports and train stations to monitor temperatures of passengers amid the coronavirus outbreak.,Misleading,Misleading,Misleading,FALSE
 Myanmar health minister mentions that a vaccine for COVID-19 was found.,FALSE,FALSE,FALSE,FALSE
 Saline solution can kill coronavirus.,FALSE,FALSE,FALSE,FALSE
Countering misinformation about COVID-19: Joint campaign with the Government of the United Kingdom and BBC World,TRUE,TRUE,TRUE,TRUE
Time is of the essence - countries of the Americas must act now to slow the spread of COVID-19,TRUE,TRUE,TRUE,TRUE
" If you are infected with the new coronavirus, for high fever you should not take Ibuprofen (Brufen) or Paracetamol. Adults should drink a strong black coffee every few hours.",FALSE,FALSE,FALSE,FALSE
" First coronavirus case in Ambato, Ecuador.",FALSE,FALSE,FALSE,FALSE
 â€œEvery election year has a diseaseâ€ â€¦ SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,FALSE,FALSE,FALSE,FALSE
 The coronavirus is more dangerous for animals than for humans.,Unproven,Unproven,Misleading,FALSE
 COVID-19 is just a big flu.,FALSE,FALSE,FALSE,FALSE
 Vaccine for COVID-19 has been found.,FALSE,FALSE,FALSE,FALSE
 Chinese claim that the virus was created in 2015 in US.,FALSE,FALSE,FALSE,FALSE
 It is better to shave your beard to avoid being infected by the coronavirus.,FALSE,FALSE,FALSE,FALSE
 Stores and supermarkets in Veracruz (Mexico) will close due to the new coronavirus. The local government has asked people to buy supplies.,FALSE,FALSE,FALSE,FALSE
 There is a first case in Venezuela in the Bolivar state.,FALSE,FALSE,FALSE,FALSE
Supporting older people during the COVID-19 pandemic is everyoneâ€™s business,TRUE,TRUE,TRUE,TRUE
" Dead bodies of coronavirus patients are being discarded in mass graves in Italy, according to a 23-second video clip that has gone viral on social media.",FALSE,FALSE,FALSE,FALSE
 Medical University in Vienna has published a study regarding ibuprofen and coronavirus.,FALSE,FALSE,FALSE,FALSE
 Spices can ward off the new coronavirus.,Misleading,Misleading,Misleading,FALSE
 â€œBreaking,FALSE,FALSE,FALSE,FALSE
" â€œA patent on this â€˜newâ€™ coronavirus expired on the 22nd (of January), todayâ€.",FALSE,FALSE,FALSE,FALSE
Control measures against the spread of Legionella from wastewater treatment plants,TRUE,TRUE,TRUE,TRUE
 Drinking water every 15 mins will protect people from coronavirus.,FALSE,FALSE,FALSE,FALSE
 A poll with doctors from 30 different countries confirm that chloroquine is the most effective treatment against COVID-19.,FALSE,FALSE,FALSE,FALSE
 People in Italy have thrown all of their money on the roads outside saying that this money is useless to save them from death.,FALSE,FALSE,FALSE,FALSE
 New coronavirus is being spread via Coca-Cola.,FALSE,FALSE,FALSE,FALSE
 Stores and supermarkets in Veracruz (Mexico) will close due to the new coronavirus. The local government has asked people to buy supplies.,FALSE,FALSE,FALSE,FALSE
 Viral claims propagating UNICEF message about coronavirus.,FALSE,FALSE,FALSE,FALSE
WHO Regional Office for Africa and the World Economic Forum joint media briefing on COVID-19,TRUE,TRUE,TRUE,TRUE
"48 patients deceased, 88 new patients, a total of 38,416 confirmed cases",TRUE,TRUE,TRUE,TRUE
 Twitter users said Adutwumwaa Bitters cures coronavirus.,FALSE,FALSE,FALSE,FALSE
 A Chinese SWAT Team takes down a coronavirus suspect,FALSE,FALSE,FALSE,FALSE
 A Chinese man has been lynched because he pretended to have the coronavirus.,Misleading,Misleading,Misleading,FALSE
Patient with novel coronavirus COVID-19 in the Netherlands,TRUE,TRUE,TRUE,TRUE
"132 patients deceased, 189 new patients, a total of 24,413 confirmed cases",TRUE,TRUE,TRUE,TRUE
 An image has been shared thousands of times in multiple posts on Facebook alongside a claim it shows the bodies of an Indian family who committed suicide after running out of food during the nationwide COVID-19 lockdown.,FALSE,FALSE,FALSE,FALSE
" State of emergency begins on Tuesday, the 17th, according to article 116 of the Constitution",FALSE,FALSE,FALSE,FALSE
